datetime,close,high,low,open,volume,volume_buy,volume_sell
2021-11-24 07:00:00,57165.08,57775.27,55900.0,57574.24,194683.757,96162.017,98521.74
2021-11-25 07:00:00,58988.21,59449.62,57029.0,57165.09,191912.653,94976.186,96936.46699999999
2021-11-26 07:00:00,53755.65,59186.41,53500.0,58988.36,378650.919,179444.109,199206.81
2021-11-27 07:00:00,54738.77,55300.0,53640.69,53755.66,155119.117,75350.439,79768.678
2021-11-28 07:00:00,57315.73,57474.76,53245.0,54738.77,213600.615,105577.874,108022.741
2021-11-29 07:00:00,57827.98,58924.21,56715.0,57315.72,215111.466,107231.421,107880.04499999998
2021-11-30 07:00:00,56975.0,59224.99,55900.0,57827.97,337624.148,163076.665,174547.48299999998
2021-12-01 07:00:00,57209.29,59100.0,56500.0,56978.06,273959.104,134469.846,139489.258
2021-12-02 07:00:00,56513.57,57428.49,55800.0,57209.28,249985.255,120880.601,129104.65400000001
2021-12-03 07:00:00,53612.0,57670.0,50604.0,56513.56,374132.016,174865.975,199266.041
2021-12-04 07:00:00,49135.66,53889.69,40888.89,53611.86,598774.989,283256.182,315518.807
2021-12-05 07:00:00,49376.6,49699.49,47755.0,49135.66,286434.382,144632.547,141801.835
2021-12-06 07:00:00,50424.72,50888.0,47000.0,49373.83,357711.029,181750.447,175960.582
2021-12-07 07:00:00,50577.2,51929.0,50012.0,50424.72,224670.618,112692.075,111978.54299999999
2021-12-08 07:00:00,50455.61,51210.6,48533.33,50577.2,238229.884,118448.493,119781.39099999999
2021-12-09 07:00:00,47539.76,50773.03,47312.89,50459.61,273086.086,135275.03,137811.056
2021-12-10 07:00:00,47136.35,50188.42,46828.23,47539.34,302974.429,149973.846,153000.583
2021-12-11 07:00:00,49381.15,49499.05,46724.35,47132.31,210959.992,106748.623,104211.36899999999
2021-12-12 07:00:00,50057.01,50768.0,48616.16,49379.51,183434.285,93049.562,90384.723
2021-12-13 07:00:00,46679.93,50180.0,45600.0,50057.02,348551.322,171595.893,176955.42899999997
2021-12-14 07:00:00,48324.04,48657.92,46255.6,46679.93,266213.627,135879.102,130334.52499999997
2021-12-15 07:00:00,48870.48,49479.75,46518.73,48324.0,345239.891,173212.468,172027.423
2021-12-16 07:00:00,47624.5,49439.79,47500.0,48870.48,215874.187,107345.166,108529.02100000001
